Transported,PassengerId,CryoSleep,Age,VIP,Deck,Num,Side,AmountSpent,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,HomePlanet_U,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Destination_U
False,0770_03,1.0,54.0,0.0,6.0,117.0,0.0,0.0,True,False,False,False,False,False,True,False
False,0770_04,1.0,10.0,0.0,6.0,117.0,0.0,0.0,True,False,False,False,False,True,False,False
True,0770_05,0.0,0.0,0.0,6.0,117.0,0.0,0.0,True,False,False,False,True,False,False,False
True,0770_06,1.0,7.0,0.0,6.0,117.0,0.0,0.0,True,False,False,False,False,True,False,False
False,0771_01,1.0,25.0,0.0,6.0,112.0,1.0,0.0,True,False,False,False,False,False,True,False
False,0772_01,0.0,37.0,0.0,4.0,56.0,0.0,6176.0,False,True,False,False,True,False,False,False
True,0772_02,1.0,15.0,0.0,4.0,56.0,0.0,0.0,False,True,False,False,True,False,False,False
True,0772_03,1.0,26.0,0.0,4.0,56.0,0.0,0.0,False,False,False,True,False,False,True,False
True,0772_04,0.0,7.0,0.0,4.0,56.0,0.0,0.0,False,True,False,False,True,False,False,False
False,0773_01,0.0,30.0,0.0,5.0,143.0,0.0,737.0,True,False,False,False,False,False,True,False
True,0776_01,0.0,19.0,0.0,5.0,161.0,1.0,1419.0,True,False,False,False,False,False,True,False
False,0777_01,0.0,30.0,0.0,0.0,5.0,1.0,4022.0,False,True,False,False,False,False,True,False
False,0779_01,0.0,21.0,0.0,5.0,162.0,1.0,575.0,True,False,False,False,False,False,False,True
False,0781_01,0.0,21.0,0.0,6.0,118.0,0.0,517.0,True,False,False,False,False,True,False,False
True,0782_01,1.0,59.0,0.0,5.0,163.0,1.0,0.0,False,False,True,False,False,False,True,False
True,0784_01,1.0,28.0,0.0,2.0,33.0,0.0,0.0,False,True,False,False,True,False,False,False
False,0785_01,0.0,32.0,0.0,5.0,165.0,1.0,716.0,True,False,False,False,False,False,True,False
True,0786_01,1.0,19.0,0.0,6.0,113.0,1.0,0.0,True,False,False,False,False,False,True,False
False,0787_01,1.0,7.0,0.0,6.0,114.0,1.0,0.0,True,False,False,False,False,False,True,False
False,0788_01,0.0,16.0,0.0,5.0,166.0,1.0,797.0,True,False,False,False,True,False,False,False
False,0789_01,0.0,31.0,1.0,0.0,8.0,0.0,2689.0,False,True,False,False,False,False,True,False
False,0789_02,0.0,30.0,0.0,0.0,8.0,0.0,4598.0,False,True,False,False,False,False,True,False
True,0789_03,1.0,26.0,0.0,0.0,8.0,0.0,0.0,False,True,False,False,False,False,True,False
True,0790_01,1.0,20.0,0.0,6.0,119.0,0.0,10.8,True,False,False,False,False,True,False,False
False,0791_01,1.0,24.0,0.0,6.0,115.0,1.0,0.0,True,False,False,False,False,True,False,False
False,0793_01,0.0,39.0,0.0,6.0,117.0,1.0,773.0,True,False,False,False,False,True,False,False
True,0794_01,0.8,19.0,0.0,5.0,144.0,0.0,0.0,False,False,True,False,True,False,False,False
True,0794_02,1.0,27.0,0.0,5.0,144.0,0.0,0.0,False,False,True,False,True,False,False,False
False,0795_01,0.0,34.0,0.0,5.0,145.0,0.0,874.0,True,False,False,False,False,False,True,False
True,0796_01,1.0,28.0,0.0,3.0,28.0,0.0,0.0,False,True,False,False,True,False,False,False
False,0797_01,0.0,29.0,0.0,5.0,146.0,0.0,645.0,True,False,False,False,False,False,True,False
True,0798_01,1.0,38.0,0.0,5.0,147.0,0.0,0.0,False,False,True,False,False,True,False,False
False,0799_01,0.0,22.8,0.0,0.0,6.0,1.0,5061.0,False,True,False,False,True,False,False,False
True,0802_01,1.0,1.0,0.0,5.0,148.0,0.0,0.0,False,False,True,False,False,False,True,False
True,0805_01,0.0,36.0,1.0,2.0,29.0,1.0,15302.0,False,True,False,False,True,False,False,False
False,0806_01,0.0,31.0,0.0,5.0,149.0,0.0,1386.0,True,False,False,False,False,False,True,False
True,0806_02,0.0,1.0,0.0,6.0,120.0,0.0,0.0,True,False,False,False,False,False,True,False
False,0808_01,0.0,31.0,0.0,4.0,57.0,0.0,980.0,True,False,False,False,False,False,True,False
True,0809_01,0.0,10.0,0.0,5.0,151.0,0.0,0.0,False,False,True,False,False,False,True,False
False,0809_02,0.0,32.6,0.0,5.0,151.0,0.0,1270.0,False,False,True,False,False,False,True,False
False,0809_03,0.0,42.0,0.0,5.0,151.0,0.0,1191.0,False,False,True,False,False,False,True,False
True,0809_04,0.0,0.0,0.0,5.0,151.0,0.0,0.0,False,False,True,False,False,False,True,False
False,0811_01,0.0,41.0,0.0,5.0,152.0,0.0,2042.0,False,False,True,False,False,True,False,False
True,0811_02,1.0,0.0,0.0,5.0,152.0,0.0,0.0,False,False,True,False,False,False,True,False
True,0811_03,0.0,0.0,0.0,5.0,152.0,0.0,0.0,False,False,True,False,False,False,True,False
True,0813_01,1.0,59.0,0.0,5.0,169.0,1.0,0.0,False,False,True,False,False,False,True,False
False,0815_01,0.0,13.0,0.0,4.0,59.0,0.0,33.0,True,False,False,False,False,False,True,False
False,0816_01,0.0,24.0,0.0,4.0,60.0,0.0,5336.0,False,True,False,False,True,False,False,False
False,0817_01,1.0,20.0,0.0,6.0,119.0,1.0,0.0,True,False,False,False,False,False,True,False
True,0818_01,0.0,71.0,1.0,1.0,29.0,0.0,0.0,False,True,False,False,False,False,True,False
True,0819_01,1.0,23.0,0.0,6.0,121.0,0.0,0.0,True,False,False,False,False,True,False,False
True,0820_01,0.0,15.0,0.0,5.0,154.0,0.0,776.0,True,False,False,False,True,False,False,False
False,0820_02,0.0,18.0,0.0,6.0,122.0,0.0,751.0,True,False,False,False,False,False,True,False
True,0822_01,0.0,19.0,0.0,5.0,156.0,0.0,732.0,True,False,False,False,False,False,True,False
True,0823_01,1.0,4.0,0.0,6.0,123.0,0.0,0.0,True,False,False,False,True,False,False,False
True,0823_02,0.0,42.0,0.0,-1.0,-1.0,-1.0,739.0,True,False,False,False,True,False,False,False
False,0824_01,0.0,51.0,0.0,5.0,158.0,0.0,1213.0,False,False,True,False,False,False,True,False
True,0825_01,1.0,13.0,0.0,6.0,120.0,1.0,0.0,True,False,False,False,False,False,True,False
True,0826_01,0.0,27.0,0.0,-1.0,-1.0,-1.0,827.0,True,False,False,False,False,False,True,False
False,0828_01,0.0,42.0,0.0,5.0,159.0,0.0,867.0,True,False,False,False,False,False,True,False
True,0828_02,0.0,41.0,0.0,5.0,159.0,0.0,832.0,True,False,False,False,False,False,True,False
True,0829_01,0.0,21.0,0.0,5.0,170.0,1.0,2712.0,True,False,False,False,False,True,False,False
True,0830_01,0.0,31.0,0.0,5.0,171.0,1.0,814.0,True,False,False,False,False,False,True,False
True,0833_01,1.0,36.0,0.0,-1.0,-1.0,-1.0,0.0,False,True,False,False,True,False,False,False
False,0834_01,0.0,31.0,0.0,5.0,173.0,1.0,865.0,True,False,False,False,False,False,True,False
False,0835_01,0.0,14.0,0.0,6.0,124.0,0.0,676.0,True,False,False,False,True,False,False,False
False,0836_01,0.0,32.0,1.0,5.0,160.0,0.0,1266.0,False,False,True,False,False,True,False,False
False,0839_01,0.0,32.0,0.0,1.0,30.0,0.0,5331.0,False,True,False,False,False,False,True,False
False,0840_01,0.0,27.0,0.0,6.0,123.0,1.0,1776.0,True,False,False,False,False,False,True,False
False,0845_01,0.0,57.0,0.0,1.0,31.0,0.0,7173.0,False,True,False,False,True,False,False,False
False,0846_01,1.0,13.0,0.0,6.0,125.0,0.0,0.0,True,False,False,False,False,False,True,False
True,0848_01,1.0,30.0,0.0,5.0,175.0,1.0,0.0,False,False,True,False,False,False,True,False
True,0848_02,1.0,14.0,0.0,5.0,175.0,1.0,0.0,False,False,True,False,False,False,True,False
True,0849_01,0.0,27.0,0.0,1.0,32.0,0.0,0.0,False,True,False,False,False,False,True,False
True,0849_02,1.0,32.0,0.0,1.0,32.0,0.0,0.0,False,True,False,False,True,False,False,False
True,0850_01,1.0,54.0,0.0,4.0,62.0,0.0,0.0,False,False,True,False,False,False,True,False
False,0851_01,0.0,23.0,0.0,5.0,176.0,1.0,627.0,True,False,False,False,True,False,False,False
True,0853_01,1.0,38.0,0.0,0.0,9.0,0.0,0.0,False,False,False,True,True,False,False,False
True,0859_01,1.0,32.0,0.0,6.0,127.0,0.0,0.0,True,False,False,False,False,False,True,False
False,0860_01,0.0,24.0,0.0,4.0,48.0,1.0,788.0,True,False,False,False,False,False,True,False
False,0863_01,1.0,36.0,0.0,6.0,129.0,0.0,0.0,True,False,False,False,False,False,True,False
False,0863_02,0.0,11.0,0.0,6.0,129.0,0.0,0.0,True,False,False,False,False,False,True,False
False,0863_03,1.0,6.0,0.0,6.0,129.0,0.0,0.0,True,False,False,False,False,False,True,False
True,0865_01,1.0,36.0,0.0,1.0,35.0,0.0,0.0,False,True,False,False,True,False,False,False
True,0865_02,1.0,22.0,0.0,1.0,35.0,0.0,0.0,False,True,False,False,True,False,False,False
False,0867_01,0.0,29.2,0.0,5.0,163.0,0.0,872.0,True,False,False,False,False,False,True,False
True,0868_01,1.0,37.0,0.0,6.0,130.0,0.0,0.0,True,False,False,False,False,False,True,False
False,0869_01,0.0,55.0,0.0,5.0,164.0,0.0,724.0,True,False,False,False,False,False,True,False
False,0870_01,0.0,37.0,0.0,6.0,126.0,1.0,677.0,True,False,False,False,False,True,False,False
True,0871_01,0.0,20.0,0.0,0.0,10.0,0.0,5033.0,False,True,False,False,False,False,True,False
False,0873_01,0.0,16.0,0.0,5.0,180.0,1.0,2653.0,True,False,False,False,False,False,True,False
False,0874_01,0.0,19.0,0.0,5.0,165.0,0.0,702.0,True,False,False,False,False,False,True,False
False,0875_01,0.0,38.0,0.0,6.0,131.0,0.0,0.0,True,False,False,False,False,False,True,False
False,0876_01,0.0,35.0,0.0,5.0,166.0,0.0,747.0,True,False,False,False,False,False,True,False
True,0877_01,1.0,33.0,0.0,2.0,30.0,1.0,0.0,False,True,False,False,True,False,False,False
False,0878_01,0.0,37.0,1.0,3.0,31.0,0.0,831.0,False,False,True,False,False,True,False,False
False,0879_01,0.0,46.0,0.0,-1.0,-1.0,-1.0,788.0,True,False,False,False,False,False,True,False
False,0881_01,0.0,41.0,0.0,3.0,32.0,0.0,3163.0,False,True,False,False,False,False,True,False
False,0883_01,0.0,13.0,0.0,6.0,127.0,1.0,908.0,True,False,False,False,False,False,True,False
False,0885_01,1.0,31.0,0.0,6.0,133.0,0.0,0.0,True,False,False,False,False,False,True,False
True,0885_02,1.0,52.0,0.0,6.0,133.0,0.0,0.0,True,False,False,False,True,False,False,False
False,0889_01,0.0,48.0,0.0,2.0,32.0,1.0,0.0,False,True,False,False,False,False,True,False
True,0889_02,0.0,27.0,0.0,2.0,32.0,1.0,12867.0,False,True,False,False,True,False,False,False
False,0890_01,0.0,16.0,0.0,5.0,184.0,1.0,758.6,False,False,True,False,False,False,True,False
True,0893_01,1.0,32.0,0.0,6.0,129.0,1.0,0.0,True,False,False,False,True,False,False,False
False,0898_01,1.0,25.0,0.0,6.0,134.0,0.0,0.0,True,False,False,False,False,False,True,False
True,0899_01,0.0,26.0,0.0,5.0,187.0,1.0,717.0,True,False,False,False,False,False,True,False
False,0899_02,1.0,44.0,0.0,6.0,130.0,1.0,0.0,True,False,False,False,False,False,True,False
True,0901_01,0.0,32.0,0.0,5.0,167.0,0.0,2599.0,False,False,True,False,False,False,True,False
True,0902_01,0.0,18.0,0.0,5.0,188.0,1.0,737.0,True,False,False,False,False,False,True,False
False,0903_01,1.0,23.0,0.0,6.0,135.0,0.0,0.0,True,False,False,False,True,False,False,False
False,0904_01,0.0,44.0,0.0,2.0,33.0,1.0,3983.0,False,True,False,False,False,False,True,False
False,0905_01,0.0,29.0,0.0,3.0,38.0,1.0,879.0,False,False,True,False,False,True,False,False
True,0906_01,0.0,19.0,0.0,5.0,168.0,0.0,861.0,True,False,False,False,True,False,False,False
False,0907_01,0.0,41.0,0.0,1.0,34.0,1.0,14811.0,False,True,False,False,True,False,False,False
False,0907_02,0.0,28.0,0.0,1.0,34.0,1.0,2538.0,False,True,False,False,False,False,True,False
True,0910_01,1.0,19.0,0.0,6.0,137.0,0.0,0.0,True,False,False,False,False,False,True,False
False,0911_01,0.0,32.0,1.0,5.0,189.0,1.0,3043.4,False,False,True,False,False,False,True,False
True,0911_02,0.0,74.0,0.0,5.0,189.0,1.0,1427.0,False,False,False,True,False,False,True,False
True,0912_01,0.0,31.0,0.0,1.0,37.0,0.0,8280.0,False,True,False,False,False,False,True,False
False,0913_01,0.0,38.0,0.0,4.0,51.0,1.0,6113.0,False,True,False,False,True,False,False,False
False,0915_01,0.0,20.0,0.0,6.0,138.0,0.0,704.0,True,False,False,False,False,False,True,False
False,0918_01,0.0,24.0,0.0,4.0,66.0,0.0,1602.0,True,False,False,False,False,False,True,False
False,0919_01,0.0,26.0,0.0,5.0,190.0,1.0,1370.0,True,False,False,False,False,True,False,False
False,0921_01,1.0,44.0,0.0,6.0,139.0,0.0,0.0,True,False,False,False,False,True,False,False
True,0922_01,1.0,33.0,0.0,1.0,35.0,1.0,0.0,False,True,False,False,True,False,False,False
False,0922_02,0.0,31.0,0.0,1.0,35.0,1.0,2490.0,False,True,False,False,True,False,False,False
True,0923_01,0.0,33.2,0.0,2.0,38.0,0.0,10235.0,False,True,False,False,True,False,False,False
True,0923_02,1.0,22.0,0.0,1.0,38.0,0.0,0.0,False,True,False,False,False,False,True,False
False,0924_01,0.0,33.0,0.0,4.0,67.0,0.0,997.0,True,False,False,False,False,False,True,False
False,0925_01,0.0,34.0,0.0,5.0,191.0,1.0,2005.0,False,False,True,False,False,False,True,False
True,0925_02,1.0,11.0,0.0,5.0,191.0,1.0,0.0,False,False,True,False,False,False,True,False
True,0925_03,1.0,41.0,0.0,5.0,191.0,1.0,0.0,False,False,True,False,False,False,True,False
True,0926_01,0.0,30.0,0.0,1.0,39.0,0.0,8524.0,False,True,False,False,True,False,False,False
False,0926_02,0.0,30.0,0.0,1.0,39.0,0.0,3836.0,False,True,False,False,False,False,True,False
False,0927_01,0.0,25.0,0.0,6.0,140.0,0.0,887.6,True,False,False,False,False,False,True,False
True,0928_01,1.0,31.0,0.0,6.0,133.0,1.0,0.0,True,False,False,False,False,True,False,False
False,0930_01,0.0,38.0,0.0,5.0,192.0,1.0,1041.0,True,False,False,False,False,False,True,False
True,0930_02,1.0,15.0,0.0,6.0,134.0,1.0,0.0,True,False,False,False,False,False,True,False
True,0931_01,0.0,19.0,0.0,5.0,193.0,1.0,2280.0,True,False,False,False,False,False,True,False
True,0932_01,1.0,29.0,0.0,-1.0,-1.0,-1.0,0.0,False,False,True,False,False,False,True,False
True,0933_01,0.0,30.0,0.0,2.0,35.0,1.0,14180.0,False,True,False,False,False,False,True,False
False,0933_02,0.0,29.0,0.0,2.0,35.0,1.0,4064.0,False,True,False,False,False,False,True,False
False,0935_01,0.0,36.0,0.0,5.0,194.0,1.0,901.0,True,False,False,False,False,False,True,False
False,0938_01,0.0,24.0,0.0,5.0,172.0,0.0,804.0,True,False,False,False,False,False,True,False
True,0938_02,0.0,30.0,0.0,4.0,68.0,0.0,871.0,True,False,False,False,False,False,True,False
True,0938_03,0.0,0.0,0.0,6.0,143.0,0.0,0.0,True,False,False,False,False,False,True,False
True,0939_01,1.0,15.0,0.0,6.0,135.0,1.0,0.0,True,False,False,False,False,False,False,True
True,0940_01,0.0,38.0,0.0,6.0,136.0,1.0,809.0,True,False,False,False,False,False,True,False
False,0941_01,0.0,13.0,0.0,5.0,195.0,1.0,1182.0,True,False,False,False,False,False,True,False
False,0942_01,0.0,18.0,0.0,5.0,196.0,1.0,1149.0,False,False,True,False,False,False,True,False
False,0944_01,0.0,16.0,0.0,6.0,137.0,1.0,1722.0,True,False,False,False,False,False,True,False
False,0944_02,0.0,8.0,0.0,6.0,137.0,1.0,0.0,True,False,False,False,True,False,False,False
True,0946_01,0.0,19.0,0.0,5.0,198.0,1.0,607.0,True,False,False,False,False,False,True,False
False,0947_01,0.0,26.0,0.0,6.0,138.0,1.0,675.0,True,False,False,False,True,False,False,False
True,0949_01,1.0,15.0,0.0,6.0,140.0,1.0,0.0,True,False,False,False,True,False,False,False
True,0951_01,1.0,38.0,0.0,6.0,144.0,0.0,0.0,True,False,False,False,False,True,False,False
False,0952_01,0.0,45.0,0.0,5.0,175.0,0.0,2260.0,False,False,True,False,False,False,True,False
False,0953_01,0.0,48.0,0.0,5.0,199.0,1.0,2070.8,True,False,False,False,False,True,False,False
False,0955_01,1.0,17.0,0.0,6.0,145.0,0.0,0.0,True,False,False,False,True,False,False,False
True,0956_01,0.0,28.0,0.0,4.0,70.0,0.0,636.0,True,False,False,False,False,False,True,False
True,0957_01,1.0,41.0,0.0,5.0,201.0,1.0,0.0,False,False,True,False,False,False,True,False
False,0960_01,0.0,19.0,0.0,4.0,72.0,0.0,791.0,True,False,False,False,False,False,True,False
True,0961_01,0.0,14.0,0.0,6.0,141.0,1.0,893.0,True,False,False,False,True,False,False,False
True,0964_01,1.0,21.0,0.0,1.0,36.0,1.0,0.0,False,True,False,False,False,False,True,False
True,0964_02,1.0,48.0,0.0,1.0,36.0,1.0,0.0,False,True,False,False,False,False,True,False
False,0965_01,0.0,19.0,0.0,5.0,178.0,0.0,1769.0,False,False,True,False,False,False,True,False
False,0966_01,0.0,29.0,0.0,5.0,179.0,0.0,1544.0,True,False,False,False,False,False,True,False
False,0968_01,0.0,20.0,0.0,4.0,53.0,1.0,792.0,True,False,False,False,False,False,True,False
True,0969_01,1.0,44.0,0.0,5.0,202.0,1.0,0.0,False,False,True,False,False,False,True,False
True,0970_01,1.0,19.0,0.0,6.0,142.0,1.0,0.0,True,False,False,False,False,False,True,False
False,0971_01,1.0,64.0,0.0,6.0,143.0,1.0,0.0,True,False,False,False,False,False,True,False
False,0972_01,0.0,21.0,0.0,4.0,54.0,1.0,1669.0,True,False,False,False,False,False,True,False
True,0975_01,0.0,32.0,0.0,4.0,56.0,1.0,826.0,True,False,False,False,True,False,False,False
False,0976_01,1.0,20.0,0.0,6.0,146.0,0.0,0.0,True,False,False,False,False,False,True,False
False,0978_01,0.0,24.0,0.0,5.0,203.0,1.0,40.0,True,False,False,False,False,False,True,False
True,0979_01,0.0,44.0,0.0,1.0,40.0,0.0,0.0,False,True,False,False,False,False,False,True
True,0982_01,1.0,57.0,0.0,6.0,145.0,1.0,0.0,True,False,False,False,False,True,False,False
False,0982_02,0.0,51.0,0.0,6.0,145.0,1.0,185.6,True,False,False,False,False,False,True,False
True,0983_01,1.0,34.0,0.0,6.0,149.0,0.0,0.0,True,False,False,False,True,False,False,False
False,0984_01,0.0,45.0,0.0,6.0,150.0,0.0,887.0,True,False,False,False,False,False,True,False
False,0984_02,0.0,24.0,0.0,5.0,182.0,0.0,718.0,True,False,False,False,False,False,True,False
False,0984_03,0.0,23.0,0.0,6.0,150.0,0.0,809.0,True,False,False,False,False,False,True,False
True,0984_04,1.0,30.0,0.0,6.0,150.0,0.0,0.0,True,False,False,False,False,False,True,False
False,0984_05,0.0,20.0,0.0,5.0,182.0,0.0,1235.0,True,False,False,False,True,False,False,False
True,0984_06,1.0,22.0,0.0,6.0,150.0,0.0,0.0,True,False,False,False,False,False,True,False
False,0984_07,1.0,35.0,0.0,6.0,150.0,0.0,0.0,True,False,False,False,False,True,False,False
True,0984_08,1.0,71.0,0.0,6.0,150.0,0.0,0.0,True,False,False,False,False,False,True,False
True,0985_01,0.0,18.0,0.0,4.0,57.0,1.0,722.6,True,False,False,False,True,False,False,False
False,0987_01,0.0,16.0,0.0,5.0,204.0,1.0,666.0,True,False,False,False,False,False,True,False
False,0988_01,0.0,28.0,0.0,6.0,151.0,0.0,909.0,False,False,False,True,False,False,True,False
True,0988_02,0.0,36.0,0.0,4.0,73.0,0.0,989.0,True,False,False,False,False,False,True,False
False,0989_01,0.0,6.0,0.0,6.0,146.0,1.0,0.0,True,False,False,False,False,False,True,False
False,0990_01,0.0,26.0,0.0,5.0,183.0,0.0,687.0,True,False,False,False,False,True,False,False
False,0991_01,1.0,27.0,0.0,6.0,152.0,0.0,0.0,True,False,False,False,False,False,True,False
True,0992_01,0.0,49.0,0.0,3.0,35.0,0.0,3077.0,False,True,False,False,False,False,True,False
False,0992_02,0.0,29.0,0.0,3.0,35.0,0.0,12597.0,False,True,False,False,False,False,True,False
True,0992_03,0.0,46.0,0.0,3.0,35.0,0.0,2966.0,False,True,False,False,True,False,False,False
False,0992_04,0.0,35.0,1.0,-1.0,-1.0,-1.0,9766.0,False,True,False,False,True,False,False,False
True,0992_05,1.0,17.0,0.0,3.0,35.0,0.0,0.0,False,True,False,False,True,False,False,False
False,0992_06,0.0,37.0,0.0,3.0,35.0,0.0,6931.0,False,True,False,False,True,False,False,False
False,0993_01,0.0,24.0,0.0,5.0,184.0,0.0,701.0,True,False,False,False,True,False,False,False
False,0994_01,1.0,47.0,0.0,6.0,153.0,0.0,0.0,True,False,False,False,False,False,True,False
False,0994_02,0.0,26.0,0.0,5.0,185.0,0.0,866.0,True,False,False,False,False,False,True,False
True,0995_01,1.0,46.0,0.0,2.0,36.0,1.0,0.0,False,True,False,False,True,False,False,False
False,0997_01,0.0,27.0,0.0,5.0,186.0,0.0,1157.0,False,False,True,False,False,False,True,False
True,0998_01,0.0,56.0,0.0,2.0,37.0,1.0,7735.0,False,True,False,False,False,False,True,False
False,1000_01,0.0,18.0,0.0,3.0,39.0,1.0,917.0,False,False,True,False,False,False,False,True
False,1001_01,1.0,15.0,0.0,6.0,154.0,0.0,0.0,True,False,False,False,False,False,True,False
True,1002_01,0.0,3.0,0.0,5.0,187.0,0.0,0.0,False,False,True,False,True,False,False,False
False,1002_02,0.0,42.0,0.0,5.0,187.0,0.0,1768.0,False,False,True,False,False,False,True,False
True,1002_03,1.0,1.0,0.0,5.0,187.0,0.0,0.0,False,False,True,False,False,False,True,False
True,1004_01,1.0,56.0,0.0,0.0,11.0,0.0,0.0,False,True,False,False,True,False,False,False
False,1005_01,0.0,20.0,0.0,6.0,156.0,0.0,786.0,True,False,False,False,False,False,True,False
False,1006_01,0.0,21.0,0.0,4.0,74.0,0.0,791.0,True,False,False,False,False,False,True,False
True,1006_02,1.0,5.0,0.0,4.0,74.0,0.0,0.0,True,False,False,False,False,False,True,False
True,1006_03,0.0,12.0,0.0,-1.0,-1.0,-1.0,0.0,True,False,False,False,False,False,True,False
True,1008_01,1.0,39.0,0.0,2.0,39.0,0.0,0.0,False,True,False,False,True,False,False,False
True,1008_02,1.0,60.0,0.0,2.0,39.0,0.0,0.0,False,True,False,False,False,False,True,False
False,1011_01,0.0,31.0,0.0,-1.0,-1.0,-1.0,1692.0,True,False,False,False,False,False,True,False
False,1011_02,1.0,58.0,0.0,6.0,148.0,1.0,0.0,True,False,False,False,False,False,True,False
True,1012_01,1.0,19.0,0.0,6.0,149.0,1.0,0.0,True,False,False,False,False,False,True,False
False,1013_01,1.0,29.0,0.0,6.0,158.0,0.0,0.0,True,False,False,False,False,False,True,False
True,1014_01,1.0,19.0,0.0,5.0,207.0,1.0,0.0,False,False,True,False,False,False,True,False
False,1015_01,0.0,44.0,0.0,5.0,189.0,0.0,952.0,True,False,False,False,False,False,True,False
False,1017_01,0.0,20.0,0.0,5.0,190.0,0.0,1262.0,True,False,False,False,False,False,True,False
True,1018_01,1.0,18.0,0.0,6.0,150.0,1.0,0.0,True,False,False,False,False,False,True,False
True,1019_01,0.0,36.0,0.0,5.0,191.0,0.0,1412.0,True,False,False,False,False,False,False,True
True,1020_01,1.0,25.0,0.0,5.0,208.0,1.0,0.0,False,False,True,False,False,False,True,False
False,1022_01,0.0,15.0,0.0,-1.0,-1.0,-1.0,1008.0,True,False,False,False,False,False,True,False
False,1024_01,0.0,18.0,0.0,5.0,209.0,1.0,1476.0,True,False,False,False,True,False,False,False
True,1024_02,1.0,0.0,0.0,6.0,152.0,1.0,0.0,True,False,False,False,False,False,True,False
False,1024_03,0.0,54.0,0.0,6.0,152.0,1.0,808.0,False,False,False,True,True,False,False,False
False,1024_04,0.0,0.0,0.0,6.0,152.0,1.0,0.0,True,False,False,False,True,False,False,False
False,1025_01,0.0,20.0,0.0,5.0,210.0,1.0,1067.0,True,False,False,False,False,False,True,False
False,1026_01,1.0,21.0,0.0,6.0,159.0,0.0,0.0,True,False,False,False,False,False,True,False
True,1027_01,0.0,8.0,0.0,5.0,211.0,1.0,0.0,False,False,True,False,False,False,True,False
False,1027_02,0.0,46.0,0.0,5.0,211.0,1.0,1573.0,False,False,True,False,False,False,True,False
False,1027_03,0.0,31.0,0.0,5.0,211.0,1.0,1002.6,False,False,True,False,False,False,True,False
True,1027_04,0.0,3.0,0.0,5.0,211.0,1.0,0.0,False,False,True,False,True,False,False,False
True,1029_01,1.0,30.0,0.0,5.0,212.0,1.0,0.0,False,False,True,False,False,False,True,False
False,1030_01,0.0,23.0,0.0,5.0,213.0,1.0,1088.0,True,False,False,False,False,False,True,False
False,1031_01,0.0,14.0,0.0,5.0,194.0,0.0,947.0,True,False,False,False,False,False,True,False
False,1032_01,1.0,25.0,0.0,6.0,153.0,1.0,0.0,True,False,False,False,False,True,False,False
True,1033_01,1.0,61.0,0.0,6.0,154.0,1.0,0.0,True,False,False,False,False,False,True,False
False,1034_01,0.0,31.0,0.0,6.0,155.0,1.0,888.0,True,False,False,False,False,False,True,False
True,1035_01,0.0,13.0,0.0,5.0,214.0,1.0,2016.0,False,False,True,False,True,False,False,False
True,1036_01,1.0,24.0,0.0,6.0,161.0,0.0,156.8,True,False,False,False,False,True,False,False
False,1038_01,0.0,47.0,0.0,6.0,163.0,0.0,889.0,True,False,False,False,False,False,True,False
True,1040_01,0.0,15.0,0.0,6.0,164.0,0.0,750.0,True,False,False,False,False,True,False,False
True,1041_01,1.0,46.0,0.0,-1.0,-1.0,-1.0,0.0,False,True,False,False,False,False,True,False
False,1043_01,0.0,49.0,0.0,5.0,215.0,1.0,2486.0,True,False,False,False,False,False,True,False
False,1045_01,0.0,37.0,0.0,2.0,38.0,1.0,0.0,False,True,False,False,False,False,True,False
False,1045_02,0.0,44.0,0.0,2.0,38.0,1.0,14067.0,False,True,False,False,False,False,True,False
False,1046_01,0.0,16.0,0.0,5.0,196.0,0.0,507.0,True,False,False,False,False,False,True,False
True,1047_01,1.0,58.0,0.0,6.0,156.0,1.0,0.0,True,False,False,False,False,False,True,False
True,1048_01,0.0,20.0,0.0,5.0,216.0,1.0,1152.0,True,False,False,False,False,False,True,False
True,1049_01,1.0,36.0,0.0,5.0,217.0,1.0,0.0,False,False,True,False,True,False,False,False
True,1049_02,1.0,31.0,0.0,5.0,217.0,1.0,0.0,False,False,True,False,False,False,True,False
False,1051_01,0.0,21.0,0.0,5.0,197.0,0.0,889.2,True,False,False,False,False,False,True,False
False,1052_01,0.0,22.0,0.0,5.0,198.0,0.0,422.2,True,False,False,False,True,False,False,False
False,1053_01,0.0,27.0,0.0,5.0,199.0,0.0,558.0,True,False,False,False,False,True,False,False
True,1054_01,0.0,58.0,0.0,5.0,200.0,0.0,924.0,True,False,False,False,False,False,True,False
True,1056_01,1.0,38.0,0.0,5.0,218.0,1.0,0.0,False,False,False,True,False,False,True,False
True,1056_02,1.0,30.0,0.0,5.0,218.0,1.0,0.0,False,False,True,False,True,False,False,False
True,1057_01,1.0,20.0,0.0,2.0,39.0,1.0,0.0,False,True,False,False,True,False,False,False
False,1058_01,0.0,19.0,0.0,5.0,201.0,0.0,757.0,True,False,False,False,False,False,True,False
False,1060_01,0.0,57.0,0.0,6.0,166.0,0.0,1114.0,True,False,False,False,False,False,True,False
False,1062_01,0.0,26.0,0.0,5.0,219.0,1.0,970.0,True,False,False,False,False,False,True,False
